subject_id,game,trial_number,v_offer,time_ms_sim_mean,accept_sim_mean
110,3.0,20,-5.0,8204.246,0.19
110,3.0,21,-13.0,5725.643,0.094
110,3.0,22,-14.0,5828.192,0.091
110,3.0,23,-18.0,5147.53,0.0
110,3.0,24,-27.0,4559.895,0.0
110,4.0,25,2.0,8931.071,0.619
110,4.0,28,-5.0,5964.387,0.285
110,4.0,31,-5.0,6092.187,0.285
110,4.0,32,-5.0,6056.749,0.284
110,5.0,33,-9.0,5320.965,0.239
110,5.0,34,9.0,6098.752,1.0
110,5.0,35,13.0,5307.259,1.0
110,5.0,37,-9.0,5346.481,0.266
110,5.0,38,0.0,8174.864,0.527
110,5.0,39,-13.0,5495.72,0.065
110,6.0,41,1.0,9527.725,0.583
110,6.0,42,5.0,6213.648,0.774
110,6.0,43,9.0,6529.184,0.982
110,6.0,44,5.0,6736.508,0.772
110,6.0,45,5.0,9608.392,0.945
110,6.0,46,5.0,9378.67,0.959
110,6.0,47,4.0,10946.226,0.941
110,6.0,48,6.0,6049.385,0.797
110,7.0,49,14.0,5077.903,1.0
110,7.0,50,5.0,7137.428,0.736
110,7.0,51,7.0,5933.443,0.786
110,7.0,52,14.0,5054.005,1.0
110,7.0,53,-6.0,6793.175,0.184
110,7.0,54,3.0,7996.967,0.734
110,7.0,55,-6.0,6620.876,0.174
110,7.0,56,1.0,10835.718,0.598
111,1.0,1,12.0,5716.013,1.0
111,1.0,3,8.0,6421.112,1.0
111,1.0,4,4.0,10505.464,1.0
111,2.0,9,18.0,4617.044,1.0
111,2.0,10,9.0,4994.292,0.772
111,2.0,11,-12.0,5571.344,0.112
111,2.0,12,9.0,4823.237,0.751
111,2.0,13,14.0,4889.705,1.0
111,2.0,15,-3.0,8226.692,0.371
111,2.0,16,-3.0,8582.734,0.389
111,3.0,17,0.0,7812.142,0.478
111,3.0,18,1.0,7992.359,0.513
111,3.0,19,-6.0,5835.422,0.29
111,3.0,20,-6.0,5503.761,0.311
111,3.0,22,-5.0,5550.904,0.306
111,3.0,23,0.0,7716.275,0.491
111,3.0,24,-5.0,5639.085,0.307
111,4.0,25,-9.0,6334.445,0.0
111,4.0,26,0.0,11853.216,0.483
111,4.0,31,3.0,10034.952,0.765
111,5.0,33,8.0,5231.577,0.792
111,5.0,34,2.0,7600.323,0.59
111,5.0,36,2.0,7851.42,0.604
111,5.0,40,2.0,7672.249,0.615
111,6.0,41,2.0,7361.068,0.619
111,6.0,46,1.0,8111.271,0.542
111,6.0,48,4.0,6500.632,0.675
111,7.0,50,4.0,7564.79,0.669
111,7.0,51,-4.0,11343.279,0.163
111,7.0,55,-1.0,16309.311,0.317
113,1.0,2,-4.0,11460.706,0.155
113,1.0,4,-16.0,5362.059,0.0
113,1.0,5,-8.0,7286.2,0.002
113,1.0,6,-8.0,6740.573,0.05
113,1.0,7,-2.0,9753.003,0.371
113,1.0,8,6.0,7788.896,1.0
113,2.0,10,1.0,11135.575,0.618
113,2.0,11,9.0,6031.114,1.0
113,2.0,13,-2.0,7548.565,0.305
113,2.0,14,-7.0,7573.632,0.015
113,2.0,16,6.0,7044.089,0.863
113,3.0,17,1.0,24493.789312749905,0.841
113,3.0,18,1.0,24906.623,0.838
113,3.0,19,1.0,23664.773,0.83
113,3.0,20,7.0,8277.339,0.952
113,3.0,21,2.0,8009.812,0.613
113,3.0,22,-4.0,11438.143,0.151
113,3.0,24,2.0,7573.44,0.615
113,4.0,25,4.0,8234.363,0.72
113,4.0,27,1.0,9931.106,0.529
